gene,cancer_type
C1QTNF9,ESCA
C1QTNF9B,ESCA
C1S,ESCA
C20orf112,ESCA
C20orf196,ESCA
C20orf197,ESCA
C20orf24,ESCA
C20orf85,ESCA
C21orf2,ESCA
C21orf59,ESCA
C22orf43,ESCA
C22orf46,ESCA
C2CD4D,ESCA
C2CD5,ESCA
C2orf15,ESCA
C2orf43,ESCA
C2orf49,ESCA
C2orf53,ESCA
C2orf57,ESCA
C2orf68,ESCA
C2orf76,ESCA
C2orf78,ESCA
C2orf80,ESCA
C2orf88,ESCA
C3orf14,ESCA
C3orf17,ESCA
C3orf27,ESCA
C3orf36,ESCA
C3orf38,ESCA
C3orf58,ESCA
C3orf62,ESCA
C3orf70,ESCA
C3orf83,ESCA
C4BPA,ESCA
C4BPB,ESCA
C4orf27,ESCA
C4orf33,ESCA
C4orf46,ESCA
C4orf47,ESCA
C4orf51,ESCA
C5orf15,ESCA
C5orf38,ESCA
C5orf48,ESCA
C5orf52,ESCA
C5orf58,ESCA
C5orf60,ESCA
C6,ESCA
C6orf106,ESCA
C6orf163,ESCA
C6orf211,ESCA
C6orf226,ESCA
C6orf47,ESCA
C6orf48,ESCA
C6orf58,ESCA
C6orf62,ESCA
C6orf89,ESCA
C7orf25,ESCA
C7orf26,ESCA
C7orf34,ESCA
C7orf55-LUC7L2,ESCA
C7orf57,ESCA
C7orf62,ESCA
C8orf33,ESCA
C8orf44,ESCA
C8orf88,ESCA
C9orf114,ESCA
C9orf129,ESCA
C9orf131,ESCA
C9orf135,ESCA
C9orf153,ESCA
C9orf156,ESCA
C9orf16,ESCA
C9orf172,ESCA
C9orf41,ESCA
C9orf78,ESCA
C9orf85,ESCA
C9orf96,ESCA
CA11,ESCA
CA5A,ESCA
CAAP1,ESCA
CAB39,ESCA
CABIN1,ESCA
CACNA2D1,ESCA
CACNB1,ESCA
CACNB3,ESCA
CACNG2,ESCA
CACNG3,ESCA
CACNG6,ESCA
CACTIN,ESCA
CACYBP,ESCA
CAD,ESCA
CADM4,ESCA
CALCA,ESCA
CALCB,ESCA
CALCOCO2,ESCA
CALM2,ESCA
CALML6,ESCA
CAMK1D,ESCA
CAMK2B,ESCA
CAMLG,ESCA
CAMSAP2,ESCA
CAMSAP3,ESCA
CAND1,ESCA
CANT1,ESCA
CANX,ESCA
CAP1,ESCA
CAPN15,ESCA
CAPRIN1,ESCA
CAPS2,ESCA
CAPZA2,ESCA
CAPZB,ESCA
CARD10,ESCA
CARD16,ESCA
CARD17,ESCA
CARM1,ESCA
CARS,ESCA
CARS2,ESCA
CASC1,ESCA
CASC3,ESCA
CASC5,ESCA
CASP3,ESCA
CASP8,ESCA
CAST,ESCA
CASZ1,ESCA
CATSPER1,ESCA
CATSPER4,ESCA
CAV1,ESCA
CAV2,ESCA
CBFB,ESCA
CBLL1,ESCA
CBLN2,ESCA
CBLN4,ESCA
CBWD1,ESCA
CBWD3,ESCA
CBX1,ESCA
CBX3,ESCA
CC2D1A,ESCA
CC2D2B,ESCA
CCAR1,ESCA
CCDC101,ESCA
CCDC102A,ESCA
CCDC102B,ESCA
CCDC104,ESCA
CCDC106,ESCA
CCDC107,ESCA
CCDC109B,ESCA
CCDC112,ESCA
CCDC115,ESCA
CCDC117,ESCA
CCDC12,ESCA
CCDC121,ESCA
CCDC130,ESCA
CCDC132,ESCA
CCDC137,ESCA
CCDC140,ESCA
CCDC144A,ESCA
CCDC144NL,ESCA
CCDC148,ESCA
CCDC152,ESCA
CCDC158,ESCA
CCDC160,ESCA
CCDC172,ESCA
CCDC173,ESCA
CCDC174,ESCA
CCDC178,ESCA
CCDC179,ESCA
CCDC181,ESCA
CCDC22,ESCA
CCDC23,ESCA
CCDC25,ESCA
CCDC27,ESCA
CCDC38,ESCA
CCDC43,ESCA
CCDC50,ESCA
CCDC51,ESCA
CCDC58,ESCA
CCDC59,ESCA
CCDC6,ESCA
CCDC62,ESCA
CCDC63,ESCA
