gene,cancer_type
CLPX,OV
CLSPN,OV
CLTA,OV
CLTC,OV
CLTCL1,OV
CLUAP1,OV
CLUH,OV
CMA1,OV
CMAS,OV
CMC1,OV
CMC2,OV
CMC4,OV
CMIP,OV
CMPK1,OV
CMTM6,OV
CMTR1,OV
CMTR2,OV
CNBP,OV
CNEP1R1,OV
CNGA1,OV
CNIH1,OV
CNN2,OV
CNOT1,OV
CNOT10,OV
CNOT11,OV
CNOT2,OV
CNOT3,OV
CNOT4,OV
CNOT6,OV
CNOT6L,OV
CNOT7,OV
CNOT8,OV
CNPY2,OV
CNR1,OV
CNTLN,OV
CNTN1,OV
CNTN5,OV
CNTN6,OV
CNTNAP2,OV
CNTNAP3,OV
CNTNAP3B,OV
CNTRL,OV
CNTROB,OV
COA3,OV
COA5,OV
COA6,OV
COASY,OV
COBLL1,OV
COCH,OV
COG1,OV
COG2,OV
COG3,OV
COG4,OV
COG5,OV
COG6,OV
COG7,OV
COG8,OV
COIL,OV
COL11A2,OV
COL1A2,OV
COL24A1,OV
COL3A1,OV
COL4A3BP,OV
COL7A1,OV
COMMD10,OV
COMMD2,OV
COMMD3,OV
COMMD4,OV
COMMD5,OV
COMMD6,OV
COMMD8,OV
COMP,OV
COMT,OV
COPA,OV
COPB1,OV
COPB2,OV
COPE,OV
COPG1,OV
COPRS,OV
COPS2,OV
COPS3,OV
COPS4,OV
COPS5,OV
COPS6,OV
COPS7A,OV
COPS7B,OV
COPS8,OV
COPZ1,OV
COQ10B,OV
COQ2,OV
COQ3,OV
COQ4,OV
COQ5,OV
COQ6,OV
COQ7,OV
CORO6,OV
CORT,OV
COX10,OV
COX11,OV
COX14,OV
COX15,OV
COX16,OV
COX17,OV
COX18,OV
COX19,OV
COX20,OV
COX4I1,OV
COX5A,OV
COX5B,OV
COX6A1,OV
COX6B1,OV
COX6C,OV
COX7A2,OV
COX7B,OV
COX7C,OV
COX8A,OV
CP,OV
CPA6,OV
CPAMD8,OV
CPD,OV
CPNE2,OV
CPNE5,OV
CPOX,OV
CPSF1,OV
CPSF2,OV
CPSF3,OV
CPSF3L,OV
CPSF4,OV
CPSF6,OV
CPXCR1,OV
CRAMP1L,OV
CRBN,OV
CRCP,OV
CRCT1,OV
CREB1,OV
CREBBP,OV
CREBRF,OV
CREBZF,OV
CRHR1,OV
CRIP3,OV
CRIPT,OV
CRISP1,OV
CRISP2,OV
CRK,OV
CRKL,OV
CRLF3,OV
CRLS1,OV
CRNKL1,OV
CROCC,OV
CRTAM,OV
CRTC2,OV
CRTC3,OV
CRYAB,OV
CRYBA1,OV
CRYGD,OV
CRYZL1,OV
CS,OV
CSDE1,OV
CSE1L,OV
CSF1,OV
CSF2RA,OV
CSF3,OV
CSGALNACT1,OV
CSGALNACT2,OV
CSH1,OV
CSH2,OV
CSHL1,OV
CSK,OV
CSMD3,OV
CSN1S1,OV
CSN2,OV
CSN3,OV
CSNK1A1,OV
CSNK2A1,OV
CSNK2A3,OV
CSNK2B,OV
CSPG4,OV
CSPG5,OV
CSRP2,OV
CST4,OV
CSTA,OV
CSTB,OV
CSTF1,OV
CSTF2,OV
CSTF3,OV
CSTL1,OV
CT45A5,OV
CTAG1A,OV
CTAG1B,OV
CTAGE1,OV
CTAGE5,OV
CTAGE9,OV
